state_id,county_name,county_fips,city,population
AK,Aleutians East,2013,Sand Point,1064
AK,Aleutians East,2013,Akutan,1041
AK,Aleutians East,2013,King Cove,1000
AK,Aleutians East,2013,Cold Bay,125
AK,Aleutians East,2013,Nelson Lagoon,86
AK,Aleutians East,2013,False Pass,43
AK,Aleutians West,2016,Unalaska,4432
AK,Aleutians West,2016,St. Paul,481
AK,Aleutians West,2016,Adak,326
AK,Aleutians West,2016,St. George,101
AK,Aleutians West,2016,Atka,81
AK,Aleutians West,2016,Nikolski,21
AK,Aleutians West,2016,Attu Station,17
AK,Anchorage,2020,Anchorage,288000
AK,Bethel,2050,Bethel,6586
AK,Bethel,2050,Kwethluk,762
AK,Bethel,2050,Quinhagak,706
AK,Bethel,2050,Tuntutuliak,675
AK,Bethel,2050,Toksook Bay,673
AK,Bethel,2050,Akiachak,573
AK,Bethel,2050,Aniak,549
AK,Bethel,2050,Kasigluk,543
AK,Bethel,2050,Nunapitchuk,530
AK,Bethel,2050,Kipnuk,511
AK,Bethel,2050,Chefornak,471
AK,Bethel,2050,Kongiganak,433
AK,Bethel,2050,Napaskiak,410
AK,Bethel,2050,Tununak,401
AK,Bethel,2050,Kwigillingok,399
AK,Bethel,2050,Akiak,394
AK,Bethel,2050,Napakiak,370
AK,Bethel,2050,Tuluksak,319
AK,Bethel,2050,Nightmute,317
AK,Bethel,2050,Eek,315
AK,Bethel,2050,Newtok,315
AK,Bethel,2050,Lower Kalskag,314
AK,Bethel,2050,Goodnews Bay,277
AK,Bethel,2050,Upper Kalskag,235
AK,Bethel,2050,Mekoryuk,205
AK,Bethel,2050,Atmautluak,189
AK,Bethel,2050,Chuathbaluk,126
AK,Bethel,2050,Sleetmute,94
AK,Bethel,2050,Oscarville,94
AK,Bethel,2050,Crooked Creek,75
AK,Bethel,2050,Platinum,67
AK,Bethel,2050,Stony River,40
AK,Bethel,2050,Red Devil,20
AK,Bethel,2050,Lime Village,13
AK,Bristol Bay,2060,Naknek,468
AK,Bristol Bay,2060,King Salmon,361
AK,Bristol Bay,2060,South Naknek,46
AK,Denali,2068,Healy,968
AK,Denali,2068,Denali Park,872
AK,Denali,2068,Anderson,340
AK,Denali,2068,Cantwell,178
AK,Denali,2068,Ferry,20
AK,Dillingham,2070,Dillingham,2360
AK,Dillingham,2070,Togiak,841
AK,Dillingham,2070,New Stuyahok,509
AK,Dillingham,2070,Manokotak,440
AK,Dillingham,2070,Aleknagik,220
AK,Dillingham,2070,Koliganek,202
AK,Dillingham,2070,Ekwok,131
AK,Dillingham,2070,Twin Hills,67
AK,Dillingham,2070,Clark's Point,62
AK,Dillingham,2070,Portage Creek,3
AK,Fairbanks North Star,2090,Fairbanks,63245
AK,Fairbanks North Star,2090,Badger,18911
AK,Fairbanks North Star,2090,College,12791
AK,Fairbanks North Star,2090,Steele Creek,7704
AK,Fairbanks North Star,2090,Chena Ridge,6111
AK,Fairbanks North Star,2090,Farmers Loop,5214
AK,Fairbanks North Star,2090,Goldstream,3592
AK,Fairbanks North Star,2090,Eielson AFB,3229
AK,Fairbanks North Star,2090,North Pole,2094
AK,Fairbanks North Star,2090,Ester,1622
AK,Fairbanks North Star,2090,Salcha,1006
AK,Fairbanks North Star,2090,Moose Creek,795
AK,Fairbanks North Star,2090,Two Rivers,663
AK,Fairbanks North Star,2090,Pleasant Valley,614
AK,Fairbanks North Star,2090,South Van Horn,493
AK,Fairbanks North Star,2090,Fox,448
AK,Fairbanks North Star,2090,Harding-Birch Lakes,154
AK,Haines,2100,Haines,1863
AK,Haines,2100,Mosquito Lake,244
AK,Haines,2100,Lutak,158
AK,Haines,2100,Mud Bay,114
AK,Haines,2100,Covenant Life,37
AK,Haines,2100,Excursion Inlet,32
AK,Hoonah-Angoon,2105,Hoonah,791
AK,Hoonah-Angoon,2105,Angoon,459
AK,Hoonah-Angoon,2105,Gustavus,447
AK,Hoonah-Angoon,2105,Tenakee Springs,135
AK,Hoonah-Angoon,2105,Pelican,87
AK,Hoonah-Angoon,2105,Klukwan,72
AK,Hoonah-Angoon,2105,Elfin Cove,4
AK,Juneau,2110,Juneau,31974
AK,Kenai Peninsula,2122,Kalifornsky,8581
AK,Kenai Peninsula,2122,Kenai,7807
AK,Kenai Peninsula,2122,Soldotna,7398
AK,Kenai Peninsula,2122,Homer,5922
AK,Kenai Peninsula,2122,Sterling,5169
AK,Kenai Peninsula,2122,Nikiski,4316
AK,Kenai Peninsula,2122,Seward,2796
AK,Kenai Peninsula,2122,Ridgeway,2702
AK,Kenai Peninsula,2122,Anchor Point,2129
AK,Kenai Peninsula,2122,Fritz Creek,2074
AK,Kenai Peninsula,2122,Funny River,1331
AK,Kenai Peninsula,2122,Diamond Ridge,1245
AK,Kenai Peninsula,2122,Cohoe,1223
AK,Kenai Peninsula,2122,Bear Creek,1178
AK,Kenai Peninsula,2122,Salamatof,992
AK,Kenai Peninsula,2122,Ninilchik,836
AK,Kenai Peninsula,2122,Kasilof,754
AK,Kenai Peninsula,2122,Happy Valley,588
AK,Kenai Peninsula,2122,Fox River,517
AK,Kenai Peninsula,2122,Kachemak,490
AK,Kenai Peninsula,2122,Cooper Landing,478
AK,Kenai Peninsula,2122,Tyonek,399
AK,Kenai Peninsula,2122,Moose Pass,315
AK,Kenai Peninsula,2122,Seldovia,275
AK,Kenai Peninsula,2122,Nikolaevsk,246
AK,Kenai Peninsula,2122,Clam Gulch,227
AK,Kenai Peninsula,2122,Nanwalek,212
AK,Kenai Peninsula,2122,Port Graham,177
AK,Kenai Peninsula,2122,Lowell Point,177
AK,Kenai Peninsula,2122,Seldovia Village,160
AK,Kenai Peninsula,2122,Primrose,100
AK,Kenai Peninsula,2122,Halibut Cove,91
AK,Kenai Peninsula,2122,Crown Point,73
AK,Kenai Peninsula,2122,Hope,70
AK,Kenai Peninsula,2122,Sunrise,32
AK,Kenai Peninsula,2122,Beluga,5
AK,Ketchikan Gateway,2130,Ketchikan,10652
AK,Ketchikan Gateway,2130,Saxman,385
AK,Kodiak Island,2150,Kodiak,8851
AK,Kodiak Island,2150,Kodiak Station,1536
AK,Kodiak Island,2150,Womens Bay,902
AK,Kodiak Island,2150,Old Harbor,215
AK,Kodiak Island,2150,Port Lions,184
AK,Kodiak Island,2150,Ouzinkie,153
AK,Kodiak Island,2150,Larsen Bay,83
AK,Kodiak Island,2150,Akhiok,68
AK,Kodiak Island,2150,Karluk,29
AK,Kodiak Island,2150,Aleneva,27
AK,Kusilvak,2158,Hooper Bay,1227
AK,Kusilvak,2158,Chevak,1077
AK,Kusilvak,2158,Mountain Village,877
AK,Kusilvak,2158,Emmonak,819
AK,Kusilvak,2158,Alakanuk,774
AK,Kusilvak,2158,Kotlik,638
AK,Kusilvak,2158,Pilot Station,625
AK,Kusilvak,2158,St. Mary's,568
AK,Kusilvak,2158,Scammon Bay,534
AK,Kusilvak,2158,Marshall,461
AK,Kusilvak,2158,Russian Mission,343
AK,Kusilvak,2158,Nunam Iqua,207
AK,Kusilvak,2158,Pitkas Point,155
AK,Lake and Peninsula,2164,Newhalen,187
AK,Lake and Peninsula,2164,Kokhanok,180
AK,Lake and Peninsula,2164,Port Alsworth,134
AK,Lake and Peninsula,2164,Nondalton,133
AK,Lake and Peninsula,2164,Port Heiden,109
AK,Lake and Peninsula,2164,Egegik,106
AK,Lake and Peninsula,2164,Perryville,97
AK,Lake and Peninsula,2164,Chignik,89
AK,Lake and Peninsula,2164,Igiugig,71
AK,Lake and Peninsula,2164,Chignik Lagoon,69
AK,Lake and Peninsula,2164,Levelock,67
AK,Lake and Peninsula,2164,Pilot Point,65
AK,Lake and Peninsula,2164,Iliamna,55
AK,Lake and Peninsula,2164,Chignik Lake,49
AK,Lake and Peninsula,2164,Pedro Bay,31
AK,Lake and Peninsula,2164,Ugashik,9
AK,Matanuska-Susitna,2170,Knik-Fairview,17457
AK,Matanuska-Susitna,2170,Wasilla,10838
AK,Matanuska-Susitna,2170,Tanaina,10464
AK,Matanuska-Susitna,2170,Meadow Lakes,8149
AK,Matanuska-Susitna,2170,Palmer,7456
AK,Matanuska-Susitna,2170,Gateway,7076
AK,Matanuska-Susitna,2170,Fishhook,6788
AK,Matanuska-Susitna,2170,Butte,4015
AK,Matanuska-Susitna,2170,Big Lake,2678
AK,Matanuska-Susitna,2170,Houston,2412
AK,Matanuska-Susitna,2170,Willow,1987
AK,Matanuska-Susitna,2170,Lazy Mountain,1650
AK,Matanuska-Susitna,2170,Sutton-Alpine,1458
AK,Matanuska-Susitna,2170,Point MacKenzie,1264
AK,Matanuska-Susitna,2170,Talkeetna,1237
AK,Matanuska-Susitna,2170,Farm Loop,1170
AK,Matanuska-Susitna,2170,Susitna North,1071
AK,Matanuska-Susitna,2170,Buffalo Soapstone,975
AK,Matanuska-Susitna,2170,Knik River,866
AK,Matanuska-Susitna,2170,Trapper Creek,358
AK,Matanuska-Susitna,2170,Glacier View,220
AK,Matanuska-Susitna,2170,Chickaloon,210
AK,Matanuska-Susitna,2170,Skwentna,29
AK,Nome,2180,Nome,3870
AK,Nome,2180,Savoonga,705
AK,Nome,2180,Gambell,700
AK,Nome,2180,Unalakleet,695
AK,Nome,2180,Shishmaref,613
AK,Nome,2180,Stebbins,575
AK,Nome,2180,St. Michael,414
AK,Nome,2180,Brevig Mission,401
AK,Nome,2180,Koyuk,367
AK,Nome,2180,Elim,341
AK,Nome,2180,Shaktoolik,259
AK,Nome,2180,Teller,237
AK,Nome,2180,White Mountain,201
AK,Nome,2180,Golovin,161
AK,Nome,2180,Wales,151
AK,Nome,2180,Diomede,119
AK,Nome,2180,Port Clarence,45
AK,North Slope,2185,Utqiagvik,4467
AK,North Slope,2185,Prudhoe Bay,1718
AK,North Slope,2185,Point Hope,715
AK,North Slope,2185,Wainwright,587
AK,North Slope,2185,Nuiqsut,425
AK,North Slope,2185,Anaktuvuk Pass,343
AK,North Slope,2185,Kaktovik,254
AK,North Slope,2185,Atqasuk,248
AK,North Slope,2185,Point Lay,227
AK,Northwest Arctic,2188,Kotzebue,3246
AK,Northwest Arctic,2188,Selawik,840
AK,Northwest Arctic,2188,Noorvik,675
AK,Northwest Arctic,2188,Buckland,422
AK,Northwest Arctic,2188,Noatak,415
AK,Northwest Arctic,2188,Kivalina,379
AK,Northwest Arctic,2188,Kiana,338
AK,Northwest Arctic,2188,Shungnak,264
AK,Northwest Arctic,2188,Ambler,262
AK,Northwest Arctic,2188,Kobuk,153
AK,Northwest Arctic,2188,Deering,123
AK,Northwest Arctic,2188,Red Dog Mine,85
AK,Petersburg Borough,2195,Petersburg,3136
AK,Petersburg Borough,2195,Kupreanof,26
AK,Prince of Wales-Hyder,2198,Metlakatla,1654
AK,Prince of Wales-Hyder,2198,Craig,1262
AK,Prince of Wales-Hyder,2198,Klawock,787
AK,Prince of Wales-Hyder,2198,Kake,544
AK,Prince of Wales-Hyder,2198,Thorne Bay,467
AK,Prince of Wales-Hyder,2198,Hydaburg,379
AK,Prince of Wales-Hyder,2198,Hollis,193
AK,Prince of Wales-Hyder,2198,Coffman Cove,176
AK,Prince of Wales-Hyder,2198,Naukati Bay,126
AK,Prince of Wales-Hyder,2198,Port Alexander,52
AK,Prince of Wales-Hyder,2198,Kasaan,48
AK,Prince of Wales-Hyder,2198,Edna Bay,41
AK,Prince of Wales-Hyder,2198,Whale Pass,30
AK,Prince of Wales-Hyder,2198,Hyder,14
AK,Sitka,2220,Sitka,8493
AK,Skagway,2230,Skagway,1059
AK,Southeast Fairbanks,2240,Deltana,2430
AK,Southeast Fairbanks,2240,Tok,1289
AK,Southeast Fairbanks,2240,Delta Junction,928
AK,Southeast Fairbanks,2240,Big Delta,556
AK,Southeast Fairbanks,2240,Tetlin,223
AK,Southeast Fairbanks,2240,Alcan Border,176
AK,Southeast Fairbanks,2240,Tanacross,153
AK,Southeast Fairbanks,2240,Fort Greely,144
AK,Southeast Fairbanks,2240,Dry Creek,119
AK,Southeast Fairbanks,2240,Northway,102
AK,Southeast Fairbanks,2240,Eagle,83
AK,Southeast Fairbanks,2240,Whitestone,64
AK,Southeast Fairbanks,2240,Eagle Village,48
AK,Southeast Fairbanks,2240,Dot Lake Village,36
AK,Southeast Fairbanks,2240,Chicken,12
AK,Southeast Fairbanks,2240,Healy Lake,7
AK,Valdez-Cordova,2261,Valdez,3855
AK,Valdez-Cordova,2261,Cordova,2169
AK,Valdez-Cordova,2261,Glennallen,411
AK,Valdez-Cordova,2261,Tazlina,376
AK,Valdez-Cordova,2261,Mentasta Lake,266
AK,Valdez-Cordova,2261,Copper Center,245
AK,Valdez-Cordova,2261,Whittier,205
AK,Valdez-Cordova,2261,Gakona,154
AK,Valdez-Cordova,2261,Kenny Lake,135
AK,Valdez-Cordova,2261,Nelchina,116
AK,Valdez-Cordova,2261,Gulkana,84
AK,Valdez-Cordova,2261,Chistochina,80
AK,Valdez-Cordova,2261,Silver Springs,73
AK,Valdez-Cordova,2261,Tatitlek,73
AK,Valdez-Cordova,2261,Chenega,68
AK,Valdez-Cordova,2261,Chitina,61
AK,Valdez-Cordova,2261,Tonsina,43
AK,Valdez-Cordova,2261,Mendeltna,24
AK,Wrangell,2275,Wrangell,2502
AK,Yakutat,2282,Yakutat,649
AK,Yukon-Koyukuk,2290,Fort Yukon,534
AK,Yukon-Koyukuk,2290,Galena,450
AK,Yukon-Koyukuk,2290,Nenana,357
AK,Yukon-Koyukuk,2290,McGrath,316
AK,Yukon-Koyukuk,2290,Huslia,258
AK,Yukon-Koyukuk,2290,Tanana,249
AK,Yukon-Koyukuk,2290,Nulato,243
AK,Yukon-Koyukuk,2290,Grayling,198
AK,Yukon-Koyukuk,2290,Arctic Village,185
AK,Yukon-Koyukuk,2290,Minto,177
AK,Yukon-Koyukuk,2290,Kaltag,173
AK,Yukon-Koyukuk,2290,Holy Cross,164
AK,Yukon-Koyukuk,2290,Allakaket,161
AK,Yukon-Koyukuk,2290,Coldfoot,156
AK,Yukon-Koyukuk,2290,Ruby,154
AK,Yukon-Koyukuk,2290,Venetie,125
AK,Yukon-Koyukuk,2290,Chalkyitsik,109
AK,Yukon-Koyukuk,2290,Koyukuk,92
AK,Yukon-Koyukuk,2290,Nikolai,86
AK,Yukon-Koyukuk,2290,Hughes,83
AK,Yukon-Koyukuk,2290,Anvik,82
AK,Yukon-Koyukuk,2290,Shageluk,78
AK,Yukon-Koyukuk,2290,Takotna,72
AK,Yukon-Koyukuk,2290,Beaver,70
AK,Yukon-Koyukuk,2290,Circle,64
AK,Yukon-Koyukuk,2290,Rampart,57
AK,Yukon-Koyukuk,2290,Manley Hot Springs,44
AK,Yukon-Koyukuk,2290,Central,40
AK,Yukon-Koyukuk,2290,Lake Minchumina,20
AK,Yukon-Koyukuk,2290,Stevens Village,15
AK,Yukon-Koyukuk,2290,Alatna,13
AK,Yukon-Koyukuk,2290,Bettles,12
AK,Yukon-Koyukuk,2290,Livengood,11
AK,Yukon-Koyukuk,2290,Evansville,11
AK,Yukon-Koyukuk,2290,Wiseman,10
AK,Yukon-Koyukuk,2290,Birch Creek,4
AK,Yukon-Koyukuk,2290,Four Mile Road,3
AL,Autauga,1001,Prattville,35957
AL,Autauga,1001,Pine Level,4484
AL,Autauga,1001,Marbury,1633
AL,Autauga,1001,Autaugaville,871
AL,Autauga,1001,Billingsley,142
AL,Baldwin,1003,Daphne,71484
AL,Baldwin,1003,Foley,36921
AL,Baldwin,1003,Fairhope,22677
AL,Baldwin,1003,Gulf Shores,12757
AL,Baldwin,1003,Robertsdale,9817
AL,Baldwin,1003,Bay Minette,9354
AL,Baldwin,1003,Spanish Fort,9214
AL,Baldwin,1003,Orange Beach,6235
AL,Baldwin,1003,Loxley,3049
AL,Baldwin,1003,Point Clear,2652
AL,Baldwin,1003,Elberta,1746
AL,Baldwin,1003,Lillian,1728
AL,Baldwin,1003,Summerdale,1681
AL,Baldwin,1003,Stapleton,1421
AL,Baldwin,1003,Bon Secour,1234
AL,Baldwin,1003,Silverhill,1170
AL,Baldwin,1003,Magnolia Springs,823
AL,Baldwin,1003,Perdido,795
AL,Baldwin,1003,Perdido Beach,649
AL,Baldwin,1003,Stockton,626
AL,Barbour,1005,Eufaula,11709
AL,Barbour,1005,Clayton,2847
AL,Barbour,1005,Clio,1274
AL,Barbour,1005,Louisville,462
AL,Barbour,1005,Bakerhill,252
AL,Barbour,1005,Blue Springs,87
AL,Bibb,1007,Brent,5302
AL,Bibb,1007,Woodstock,4202
AL,Bibb,1007,Centreville,2609
AL,Bibb,1007,West Blocton,1252
AL,Blount,1009,Oneonta,6577
AL,Blount,1009,Smoke Rise,2101
AL,Blount,1009,Blountsville,1670
AL,Blount,1009,Hayden,1343
AL,Blount,1009,Cleveland,1306
AL,Blount,1009,Locust Fork,1197
AL,Blount,1009,Snead,838
AL,Blount,1009,Susan Moore,776
AL,Blount,1009,Allgood,650
AL,Blount,1009,Highland Lake,410
AL,Blount,1009,Nectar,341
AL,Blount,1009,Rosa,319
AL,Blount,1009,County Line,265
AL,Bullock,1011,Union Springs,4547
AL,Bullock,1011,Midway,466
AL,Butler,1013,Greenville,7395
AL,Butler,1013,Georgiana,1608
AL,Butler,1013,McKenzie,492
AL,Calhoun,1015,Anniston,73501
AL,Calhoun,1015,Oxford,21225
AL,Calhoun,1015,Jacksonville,12544
AL,Calhoun,1015,Saks,10645
AL,Calhoun,1015,Piedmont,4535
AL,Calhoun,1015,Alexandria,4068
AL,Calhoun,1015,West End-Cobb Town,3274
AL,Calhoun,1015,Weaver,3061
AL,Calhoun,1015,Choccolocco,3011
AL,Calhoun,1015,Ohatchee,1153
AL,Calhoun,1015,White Plains,850
AL,Calhoun,1015,Hobson City,755
AL,Calhoun,1015,Nances Creek,476
AL,Chambers,1017,Valley,19926
AL,Chambers,1017,Lanett,6151
AL,Chambers,1017,La Fayette,2910
AL,Chambers,1017,Huguley,2583
AL,Chambers,1017,Fredonia,229
AL,Chambers,1017,Abanda,176
AL,Chambers,1017,Standing Rock,168
AL,Chambers,1017,Waverly,144
AL,Chambers,1017,Five Points,143
AL,Chambers,1017,Cusseta,124
AL,Chambers,1017,Penton,98
AL,Cherokee,1019,Centre,3762
AL,Cherokee,1019,Cedar Bluff,1823
AL,Cherokee,1019,Leesburg,1013
AL,Cherokee,1019,Sand Rock,569
AL,Cherokee,1019,Spring Garden,187
AL,Cherokee,1019,Broomtown,176
AL,Cherokee,1019,Gaylesville,141
AL,Chilton,1021,Clanton,8794
AL,Chilton,1021,Jemison,2672
AL,Chilton,1021,Thorsby,2057
AL,Chilton,1021,Maplesville,700
AL,Choctaw,1023,Butler,1721
AL,Choctaw,1023,Lisman,493
AL,Choctaw,1023,Silas,430
AL,Choctaw,1023,Cullomburg,229
AL,Choctaw,1023,Pennington,204
AL,Choctaw,1023,Gilbertown,193
AL,Choctaw,1023,Toxey,124
AL,Choctaw,1023,Needham,85
AL,Clarke,1025,Jackson,4642
AL,Clarke,1025,Thomasville,3836
AL,Clarke,1025,Grove Hill,1738
AL,Clarke,1025,Coffeeville,322
AL,Clarke,1025,Whatley,280
AL,Clarke,1025,Fulton,246
AL,Clarke,1025,Carlton,31
AL,Clarke,1025,Rockville,12
AL,Clay,1027,Lineville,2249
AL,Clay,1027,Ashland,1895
AL,Clay,1027,Hollins,797
AL,Clay,1027,Delta,282
AL,Clay,1027,Millerville,186
AL,Cleburne,1029,Heflin,3409
AL,Cleburne,1029,Hollis Crossroads,679
AL,Cleburne,1029,Ranburne,398
AL,Cleburne,1029,Fruithurst,280
AL,Cleburne,1029,Edwardsville,196
AL,Coffee,1031,Enterprise,38914
AL,Coffee,1031,Elba,3811
AL,Coffee,1031,New Brockton,1261
AL,Coffee,1031,Kinston,547
AL,Colbert,1033,Muscle Shoals,14575
AL,Colbert,1033,Sheffield,8901
AL,Colbert,1033,Tuscumbia,8461
AL,Colbert,1033,Cherokee,1008
AL,Colbert,1033,Littleville,992
AL,Colbert,1033,Leighton,756
AL,Conecuh,1035,Evergreen,3526
AL,Conecuh,1035,Castleberry,540
AL,Conecuh,1035,Repton,258
AL,Coosa,1037,Stewartville,1634
AL,Coosa,1037,Goodwater,1315
AL,Coosa,1037,Rockford,436
AL,Coosa,1037,Hissop,415
AL,Coosa,1037,Ray,300
AL,Coosa,1037,Weogufka,299
AL,Coosa,1037,Kellyton,198
AL,Covington,1039,Andalusia,8680
AL,Covington,1039,Opp,6390
AL,Covington,1039,Florala,1906
AL,Covington,1039,Babbie,596
AL,Covington,1039,River Falls,535
AL,Covington,1039,Lockhart,504
AL,Covington,1039,Red Level,478
AL,Covington,1039,Carolina,295
AL,Covington,1039,Heath,256
AL,Covington,1039,Sanford,254
AL,Covington,1039,Horn Hill,229
AL,Covington,1039,Gantt,215
AL,Covington,1039,Onycha,186
AL,Covington,1039,Libertyville,113
AL,Crenshaw,1041,Luverne,2744
AL,Crenshaw,1041,Brantley,768
AL,Crenshaw,1041,Rutledge,449
AL,Crenshaw,1041,Dozier,320
AL,Crenshaw,1041,Glenwood,183
AL,Crenshaw,1041,Petrey,56
AL,Cullman,1043,Cullman,19920
AL,Cullman,1043,Hanceville,3461
AL,Cullman,1043,Good Hope,2362
AL,Cullman,1043,Holly Pond,826
AL,Cullman,1043,South Vinemont,745
AL,Cullman,1043,Joppa,664
AL,Cullman,1043,Dodge City,623
AL,Cullman,1043,Baileyton,619
AL,Cullman,1043,West Point,609
AL,Cullman,1043,Garden City,501
AL,Cullman,1043,Fairview,463
AL,Cullman,1043,Berlin,460
AL,Cullman,1043,Colony,289
AL,Cullman,1043,East Point,259
AL,Dale,1045,Ozark,14284
AL,Dale,1045,Fort Rucker,5311
AL,Dale,1045,Daleville,5102
AL,Dale,1045,Midland City,2358
AL,Dale,1045,Level Plains,2002
AL,Dale,1045,Newton,1456
AL,Dale,1045,Ariton,739
AL,Dale,1045,Pinckard,630
AL,Dale,1045,Clayhatchee,585
AL,Dale,1045,Grimes,556
AL,Dale,1045,Napier Field,344
AL,Dallas,1047,Selma,19775
AL,Dallas,1047,Valley Grande,3570
AL,Dallas,1047,Selmont-West Selmont,1812
AL,Dallas,1047,Orrville,168
AL,DeKalb,1049,Fort Payne,14074
AL,DeKalb,1049,Rainsville,5123
AL,DeKalb,1049,Henagar,2363
AL,DeKalb,1049,Collinsville,2009
AL,DeKalb,1049,Sylvania,1894
AL,DeKalb,1049,Crossville,1857
AL,DeKalb,1049,Fyffe,1045
AL,DeKalb,1049,Powell,967
AL,DeKalb,1049,Geraldine,898
AL,DeKalb,1049,Ider,718
AL,DeKalb,1049,Valley Head,549
AL,DeKalb,1049,Hammondville,495
AL,DeKalb,1049,Mentone,368
AL,DeKalb,1049,Pine Ridge,284
AL,DeKalb,1049,Shiloh,281
AL,Elmore,1051,Millbrook,15896
AL,Elmore,1051,Wetumpka,8538
AL,Elmore,1051,Tallassee,4502
AL,Elmore,1051,Holtville,4449
AL,Elmore,1051,Redland,4388
AL,Elmore,1051,Emerald Mountain,3472
AL,Elmore,1051,Blue Ridge,1490
AL,Elmore,1051,Elmore,1348
AL,Elmore,1051,Coosada,1298
AL,Elmore,1051,Deatsville,1237
AL,Elmore,1051,Eclectic,1013
AL,Escambia,1053,Atmore,9107
AL,Escambia,1053,Brewton,6615
AL,Escambia,1053,East Brewton,2356
AL,Escambia,1053,Flomaton,1393
AL,Escambia,1053,Riverview,181
AL,Escambia,1053,Pollard,136
AL,Etowah,1055,Gadsden,60944
AL,Etowah,1055,Rainbow City,9611
AL,Etowah,1055,Southside,8905
AL,Etowah,1055,Attalla,5771
AL,Etowah,1055,Glencoe,5071
AL,Etowah,1055,Hokes Bluff,4257
AL,Etowah,1055,Whitesboro,2602
AL,Etowah,1055,Carlisle-Rockledge,2577
AL,Etowah,1055,Lookout Mountain,1884
AL,Etowah,1055,Sardis City,1775
AL,Etowah,1055,Ballplay,1605
AL,Etowah,1055,Coats Bend,1358
AL,Etowah,1055,Tidmore Bend,1221
AL,Etowah,1055,Egypt,1034
AL,Etowah,1055,Altoona,913
AL,Etowah,1055,Ivalee,887
AL,Etowah,1055,Gallant,833
AL,Etowah,1055,New Union,829
AL,Etowah,1055,Walnut Grove,700
AL,Etowah,1055,Bristow Cove,668
AL,Etowah,1055,Reece City,627
AL,Etowah,1055,Ridgeville,110
AL,Fayette,1057,Fayette,4275
AL,Fayette,1057,Berry,1095
AL,Fayette,1057,Glen Allen,480
AL,Fayette,1057,Belk,204
AL,Franklin,1059,Russellville,9772
AL,Franklin,1059,Red Bay,3085
AL,Franklin,1059,Phil Campbell,1071
AL,Franklin,1059,Vina,356
AL,Franklin,1059,Hodges,283
AL,Franklin,1059,Spruce Pine,178
AL,Franklin,1059,Belgreen,32
AL,Geneva,1061,Geneva,4289
AL,Geneva,1061,Hartford,2578
AL,Geneva,1061,Slocomb,1898
AL,Geneva,1061,Samson,1854
AL,Geneva,1061,Malvern,1463
AL,Geneva,1061,Coffee Springs,214
AL,Geneva,1061,Black,203
AL,Geneva,1061,Eunola,190
AL,Greene,1063,Eutaw,2603
AL,Greene,1063,Forkland,588
AL,Greene,1063,Boligee,280
AL,Greene,1063,Union,209
AL,Hale,1065,Moundville,2612
AL,Hale,1065,Greensboro,2268
AL,Hale,1065,Akron,328
AL,Hale,1065,Newbern,173
AL,Henry,1067,Headland,4712
AL,Henry,1067,Abbeville,2560
AL,Henry,1067,Newville,512
AL,Henry,1067,Haleburg,100
AL,Houston,1069,Dothan,72396
AL,Houston,1069,Kinsey,3341
AL,Houston,1069,Taylor,2428
AL,Houston,1069,Ashford,2181
AL,Houston,1069,Cowarts,2079
AL,Houston,1069,Rehobeth,1657
AL,Houston,1069,Webb,1477
AL,Houston,1069,Cottonwood,1255
AL,Houston,1069,Columbia,737
AL,Houston,1069,Avon,510
AL,Houston,1069,Gordon,325
AL,Houston,1069,Madrid,290
AL,Jackson,1071,Scottsboro,14436
AL,Jackson,1071,Bridgeport,2297
AL,Jackson,1071,Stevenson,1951
AL,Jackson,1071,Hollywood,984
AL,Jackson,1071,Skyline,838
AL,Jackson,1071,Section,740
AL,Jackson,1071,Woodville,723
AL,Jackson,1071,Pisgah,692
AL,Jackson,1071,Hytop,422
AL,Jackson,1071,Pleasant Groves,404
AL,Jackson,1071,Dutton,314
AL,Jackson,1071,Langston,262
AL,Jackson,1071,Paint Rock,197
AL,Jefferson,1073,Birmingham,739573
AL,Jefferson,1073,Hoover,85768
AL,Jefferson,1073,Vestavia Hills,34413
AL,Jefferson,1073,Bessemer,26472
AL,Jefferson,1073,Homewood,25377
AL,Jefferson,1073,Trussville,22635
AL,Jefferson,1073,Mountain Brook,20297
AL,Jefferson,1073,Center Point,16110
AL,Jefferson,1073,Hueytown,15322
AL,Jefferson,1073,Gardendale,14177
AL,Jefferson,1073,Irondale,12893
AL,Jefferson,1073,Leeds,12040
AL,Jefferson,1073,Fairfield,10568
AL,Jefferson,1073,Clay,9923
AL,Jefferson,1073,Pleasant Grove,9604
AL,Jefferson,1073,Fultondale,9284
AL,Jefferson,1073,Forestdale,8924
AL,Jefferson,1073,Pinson,7106
AL,Jefferson,1073,Grayson Valley,6209
AL,Jefferson,1073,Tarrant,6109
AL,Jefferson,1073,Midfield,5002
AL,Jefferson,1073,Mount Olive,4387
AL,Jefferson,1073,Argo,4348
AL,Jefferson,1073,Adamsville,4281
AL,Jefferson,1073,Kimberly,3593
AL,Jefferson,1073,Warrior,3210
AL,Jefferson,1073,Brighton,2775
AL,Jefferson,1073,Morris,2149
AL,Jefferson,1073,Lipscomb,2139
AL,Jefferson,1073,Graysville,2092
AL,Jefferson,1073,Concord,1616
AL,Jefferson,1073,Rock Creek,1508
AL,Jefferson,1073,Sylvan Springs,1492
AL,Jefferson,1073,Brookside,1329
AL,Jefferson,1073,Minor,843
