year,state_po,city,blue votes,red votes,other votes,winner
2008,MS,Mendenhall,4817,7641,87,Republican
2008,MS,Meridian,13332,19582,125,Republican
2008,MS,Meridian Station,13332,19582,125,Republican
2008,MS,Merigold,10334,4891,107,Democrat
2008,MS,Metcalfe,13148,6347,60,Democrat
2008,MS,Mississippi State,9326,9320,146,Democrat
2008,MS,Mississippi Valley State University,8914,4105,62,Democrat
2008,MS,Mize,1968,6265,44,Republican
2008,MS,Monticello,2587,4369,23,Republican
2008,MS,Montrose,5025,4135,27,Democrat
2008,MS,Mooreville,12021,22694,126,Republican
2008,MS,Moorhead,7838,3245,73,Democrat
2008,MS,Morgan City,8914,4105,62,Democrat
2008,MS,Morgantown,9021,6566,109,Democrat
2008,MS,Morton,5025,6584,32,Republican
2008,MS,Moss Point,17781,35993,289,Republican
2008,MS,Mound Bayou,10334,4891,107,Democrat
2008,MS,Mount Olive,3852,5523,48,Republican
2008,MS,Myrtle,2985,9072,52,Republican
2008,MS,Natchez,9021,6566,109,Democrat
2008,MS,Nellieburg,13332,19582,125,Republican
2008,MS,Nettleton,12021,22694,126,Republican
2008,MS,New Albany,2985,9072,52,Republican
2008,MS,New Augusta,1533,4067,40,Republican
2008,MS,New Hamilton,7169,10184,69,Republican
2008,MS,New Hebron,2587,4369,23,Republican
2008,MS,New Hope,13209,13994,184,Republican
2008,MS,New Houlka,4588,4395,37,Democrat
2008,MS,Newton,3218,6479,38,Republican
2008,MS,Nicholson,4320,17881,125,Republican
2008,MS,North Carrollton,2037,3902,16,Republican
2008,MS,North Tunica,3279,1017,27,Democrat
2008,MS,Noxapater,4653,5497,40,Republican
2008,MS,Oakland,3151,3628,22,Republican
2008,MS,Ocean Springs,17781,35993,289,Republican
2008,MS,Okolona,4588,4395,37,Democrat
2008,MS,Olive Branch,19627,44222,260,Republican
2008,MS,Osyka,9276,8651,65,Democrat
2008,MS,Oxford,7997,10278,121,Republican
2008,MS,Pace,10334,4891,107,Democrat
2008,MS,Pachuta,3121,5229,22,Republican
2008,MS,Paden,1962,6249,81,Republican
2008,MS,Pascagoula,17781,35993,289,Republican
2008,MS,Pass Christian,22673,38757,254,Republican
2008,MS,Pearl,14372,48140,349,Republican
2008,MS,Pearl River,3114,8209,29,Republican
2008,MS,Pearlington,3768,13020,219,Republican
2008,MS,Pelahatchie,14372,48140,349,Republican
2008,MS,Petal,11622,15296,165,Republican
2008,MS,Philadelphia,3114,8209,29,Republican
2008,MS,Picayune,4320,17881,125,Republican
2008,MS,Pickens,7765,1714,44,Democrat
2008,MS,Pittsboro,2522,4467,22,Republican
2008,MS,Plantersville,12021,22694,126,Republican
2008,MS,Polkville,1968,6265,44,Republican
2008,MS,Pontotoc,2982,9727,82,Republican
2008,MS,Pope,8690,7620,105,Democrat
2008,MS,Poplarville,4320,17881,125,Republican
2008,MS,Port Gibson,4682,748,19,Democrat
2008,MS,Potts Camp,9685,6683,77,Democrat
2008,MS,Prentiss,4454,2871,25,Democrat
2008,MS,Puckett,14372,48140,349,Republican
2008,MS,Purvis,5159,18497,150,Republican
2008,MS,Quitman,3121,5229,22,Republican
2008,MS,Raleigh,1968,6265,44,Republican
2008,MS,Rawls Springs,11622,15296,165,Republican
2008,MS,Raymond,75401,32949,312,Democrat
2008,MS,Redwater,4151,5148,31,Republican
2008,MS,Renova,10334,4891,107,Democrat
2008,MS,Richland,14372,48140,349,Republican
2008,MS,Richton,1533,4067,40,Republican
2008,MS,Ridgeland,19831,27203,143,Republican
2008,MS,Rienzi,4130,10805,84,Republican
2008,MS,Ripley,2623,6937,69,Republican
2008,MS,Robinhood,14372,48140,349,Republican
2008,MS,Rolling Fork,1907,873,10,Democrat
2008,MS,Rosedale,10334,4891,107,Democrat
2008,MS,Roxie,1733,2909,25,Republican
2008,MS,Ruleville,7838,3245,73,Democrat
2008,MS,Sallis,3849,5273,40,Republican
2008,MS,Saltillo,12021,22694,126,Republican
2008,MS,Sandersville,8846,20157,158,Republican
2008,MS,Sardis,8690,7620,105,Democrat
2008,MS,Satartia,6116,5290,46,Democrat
2008,MS,Saucier,22673,38757,254,Republican
2008,MS,Schlater,8914,4105,62,Democrat
2008,MS,Scooba,3256,1935,18,Democrat
2008,MS,Sebastopol,5025,6584,32,Republican
2008,MS,Seminary,3852,5523,48,Republican
2008,MS,Senatobia,5003,7678,50,Republican
2008,MS,Shannon,12021,22694,126,Republican
2008,MS,Sharon,8846,20157,158,Republican
2008,MS,Shaw,10334,4891,107,Democrat
2008,MS,Shelby,10334,4891,107,Democrat
2008,MS,Sherman,2982,9727,82,Republican
2008,MS,Shubuta,3121,5229,22,Republican
2008,MS,Shuqualak,5030,1525,25,Democrat
2008,MS,Sidon,8914,4105,62,Democrat
2008,MS,Silver City,3634,1462,18,Democrat
2008,MS,Silver Creek,2587,4369,23,Republican
2008,MS,Slate Springs,2522,4467,22,Republican
2008,MS,Sledge,2803,1334,18,Democrat
2008,MS,Smithville,7169,10184,69,Republican
2008,MS,Snow Lake Shores,2227,2329,50,Republican
2008,MS,Soso,8846,20157,158,Republican
2008,MS,Southaven,19627,44222,260,Republican
2008,MS,St. Martin,17781,35993,289,Republican
2008,MS,Standing Pine,4151,5148,31,Republican
2008,MS,Starkville,9326,9320,146,Democrat
2008,MS,State Line,1366,4361,39,Republican
2008,MS,Stonewall,3121,5229,22,Republican
2008,MS,Sturgis,9326,9320,146,Democrat
2008,MS,Summit,9276,8651,65,Democrat
2008,MS,Sumner,4105,2786,32,Democrat
2008,MS,Sumrall,5159,18497,150,Republican
2008,MS,Sunflower,7838,3245,73,Democrat
2008,MS,Sylvarena,1968,6265,44,Republican
2008,MS,Taylor,7997,10278,121,Republican
2008,MS,Taylorsville,1968,6265,44,Republican
2008,MS,Tchula,7765,1714,44,Democrat
2008,MS,Terry,75401,32949,312,Democrat
2008,MS,Thaxton,2982,9727,82,Republican
2008,MS,Tillatoba,3151,3628,22,Republican
2008,MS,Tishomingo,1962,6249,81,Republican
2008,MS,Toccopola,2982,9727,82,Republican
2008,MS,Toomsuba,13332,19582,125,Republican
2008,MS,Tremont,2084,7663,87,Republican
2008,MS,Tucker,3114,8209,29,Republican
2008,MS,Tunica,3279,1017,27,Democrat
2008,MS,Tunica Resorts,3279,1017,27,Democrat
2008,MS,Tupelo,12021,22694,126,Republican
2008,MS,Tutwiler,4105,2786,32,Democrat
2008,MS,Tylertown,3456,4253,40,Republican
2008,MS,Union,3218,6479,38,Republican
2008,MS,University,7997,10278,121,Republican
2008,MS,Utica,75401,32949,312,Democrat
2008,MS,Vaiden,2037,3902,16,Republican
2008,MS,Vancleave,17781,35993,289,Republican
2008,MS,Vardaman,2522,4467,22,Republican
2008,MS,Verona,12021,22694,126,Republican
2008,MS,Vicksburg,10489,11152,68,Republican
2008,MS,Wade,17781,35993,289,Republican
2008,MS,Walls,19627,44222,260,Republican
2008,MS,Walnut,2623,6937,69,Republican
2008,MS,Walnut Grove,4151,5148,31,Republican
2008,MS,Walthall,1349,4072,18,Republican
2008,MS,Water Valley,3151,3628,22,Republican
2008,MS,Waveland,3768,13020,219,Republican
2008,MS,Waynesboro,3890,6070,36,Republican
2008,MS,Webb,4105,2786,32,Democrat
2008,MS,Weir,1459,2624,22,Republican
2008,MS,Wesson,7710,6701,53,Democrat
2008,MS,West,7765,1714,44,Democrat
2008,MS,West Hattiesburg,5159,18497,150,Republican
2008,MS,West Point,6558,4466,32,Democrat
2008,MS,White Oak,3279,1017,27,Democrat
2008,MS,Wiggins,1996,5149,47,Republican
2008,MS,Winona,2609,3071,19,Republican
2008,MS,Winstonville,10334,4891,107,Democrat
2008,MS,Woodland,4588,4395,37,Democrat
2008,MS,Woodville,3534,1560,28,Democrat
2008,MS,Yazoo City,6116,5290,46,Democrat
2008,MT,Absarokee,1512,2991,164,Republican
2008,MT,Alberton,845,1053,123,Republican
2008,MT,Alder,1607,2822,139,Republican
2008,MT,Alzada,111,573,182,Republican
2008,MT,Amsterdam,24205,22578,1386,Democrat
2008,MT,Anaconda,3402,1502,170,Democrat
2008,MT,Antelope,953,987,66,Republican
2008,MT,Arlee,6766,6498,655,Democrat
2008,MT,Ashland,1919,1768,123,Democrat
2008,MT,Augusta,17114,14966,1353,Democrat
2008,MT,Avon,1021,1683,236,Republican
2008,MT,Azure,3596,2787,278,Democrat
2008,MT,Babb,3423,1451,97,Democrat
2008,MT,Bainville,2564,1473,910,Democrat
2008,MT,Baker,318,1064,157,Republican
2008,MT,Ballantine,32038,36483,1910,Republican
2008,MT,Basin,2582,3538,221,Republican
2008,MT,Batavia,16138,25559,2047,Republican
2008,MT,Bear Dance,6766,6498,655,Democrat
2008,MT,Bearcreek,2443,3108,199,Republican
2008,MT,Beaver Creek,3596,2787,278,Democrat
2008,MT,Belfry,2443,3108,199,Republican
2008,MT,Belgrade,24205,22578,1386,Democrat
2008,MT,Belknap,1970,3563,335,Republican
2008,MT,Belt,17664,16857,875,Democrat
2008,MT,Biddle,208,802,394,Republican
2008,MT,Big Arm,6766,6498,655,Democrat
2008,MT,Big Sandy,1122,1634,110,Republican
2008,MT,Big Sky,24205,22578,1386,Democrat
2008,MT,Big Timber,541,1494,264,Republican
2008,MT,Bigfork,16138,25559,2047,Republican
2008,MT,Billings,32038,36483,1910,Republican
2008,MT,Birney,1919,1768,123,Democrat
2008,MT,Black Eagle,17664,16857,875,Democrat
2008,MT,Boneau,1122,1634,110,Republican
2008,MT,Bonner-West Riverside,36531,20743,1830,Democrat
2008,MT,Boulder,2582,3538,221,Republican
2008,MT,Box Elder,3596,2787,278,Democrat
2008,MT,Boyd,2443,3108,199,Republican
2008,MT,Bozeman,24205,22578,1386,Democrat
2008,MT,Brady,1223,1588,74,Republican
2008,MT,Bridger,2443,3108,199,Republican
2008,MT,Broadus,208,802,394,Republican
2008,MT,Broadview,32038,36483,1910,Republican
2008,MT,Brockton,2564,1473,910,Democrat
2008,MT,Browning,3423,1451,97,Democrat
2008,MT,Busby,3516,1628,75,Democrat
2008,MT,Butte,11676,4818,475,Democrat
2008,MT,Bynum,1294,1874,104,Republican
2008,MT,Camas,1970,3563,335,Republican
2008,MT,Camp Three,636,1581,89,Republican
2008,MT,Cardwell,2582,3538,221,Republican
2008,MT,Carlton,36531,20743,1830,Democrat
2008,MT,Carter,1122,1634,110,Republican
2008,MT,Cascade,17664,16857,875,Democrat
2008,MT,Charlo,6766,6498,655,Democrat
2008,MT,Charlos Heights,8400,13002,699,Republican
2008,MT,Chester,367,594,40,Republican
2008,MT,Chinook,1702,1139,173,Democrat
2008,MT,Choteau,1294,1874,104,Republican
2008,MT,Churchill,24205,22578,1386,Democrat
2008,MT,Circle,321,726,59,Republican
2008,MT,Clancy,2582,3538,221,Republican
2008,MT,Clinton,36531,20743,1830,Democrat
2008,MT,Clyde Park,4173,4376,1266,Republican
2008,MT,Colstrip,1919,1768,123,Democrat
2008,MT,Columbia Falls,16138,25559,2047,Republican
2008,MT,Columbus,1512,2991,164,Republican
2008,MT,Condon,36531,20743,1830,Democrat
2008,MT,Conner,8400,13002,699,Republican
2008,MT,Conrad,1223,1588,74,Republican
2008,MT,Cooke City,4173,4376,1266,Republican
2008,MT,Coram,16138,25559,2047,Republican
2008,MT,Corvallis,8400,13002,699,Republican
2008,MT,Corwin Springs,4173,4376,1266,Republican
2008,MT,Craig,17114,14966,1353,Democrat
2008,MT,Crane,1203,3184,129,Republican
2008,MT,Crow Agency,3516,1628,75,Democrat
2008,MT,Culbertson,2564,1473,910,Democrat
2008,MT,Custer,32038,36483,1910,Republican
2008,MT,Cut Bank,3423,1451,97,Democrat
2008,MT,Darby,8400,13002,699,Republican
2008,MT,Dayton,6766,6498,655,Democrat
2008,MT,De Borgia,845,1053,123,Republican
2008,MT,Deer Lodge,1021,1683,236,Republican
2008,MT,Denton,1933,4108,191,Republican
2008,MT,Dillon,1617,3008,138,Republican
2008,MT,Dixon,1970,3563,335,Republican
2008,MT,Dodson,638,1423,163,Republican
2008,MT,Drummond,601,1013,104,Republican
2008,MT,Dupuyer,1223,1588,74,Republican
2008,MT,Dutton,1294,1874,104,Republican
2008,MT,East Glacier Park Village,3423,1451,97,Democrat
2008,MT,East Helena,17114,14966,1353,Democrat
2008,MT,East Missoula,36531,20743,1830,Democrat
2008,MT,Edgar,2443,3108,199,Republican
2008,MT,Ekalaka,111,573,182,Republican
2008,MT,Elliston,1021,1683,236,Republican
2008,MT,Elmo,6766,6498,655,Democrat
2008,MT,Emigrant,4173,4376,1266,Republican
2008,MT,Ennis,1607,2822,139,Republican
2008,MT,Eureka,3025,5704,498,Republican
2008,MT,Evaro,36531,20743,1830,Democrat
2008,MT,Evergreen,16138,25559,2047,Republican
2008,MT,Fairfield,1294,1874,104,Republican
2008,MT,Fairview,1203,3184,129,Republican
2008,MT,Fallon,211,503,116,Republican
2008,MT,Finley Point,6766,6498,655,Democrat
2008,MT,Flaxville,343,694,36,Republican
2008,MT,Florence,8400,13002,699,Republican
2008,MT,Forest Hill Village,16138,25559,2047,Republican
2008,MT,Forsyth,1919,1768,123,Democrat
2008,MT,Fort Belknap Agency,1702,1139,173,Democrat
2008,MT,Fort Benton,1122,1634,110,Republican
2008,MT,Fort Peck,1645,2121,660,Republican
2008,MT,Fort Shaw,17664,16857,875,Democrat
2008,MT,Fort Smith,3516,1628,75,Democrat
2008,MT,Fortine,3025,5704,498,Republican
2008,MT,Four Corners,24205,22578,1386,Democrat
2008,MT,Fox Lake,1203,3184,129,Republican
2008,MT,Frazer,1645,2121,660,Republican
2008,MT,Frenchtown,36531,20743,1830,Democrat
2008,MT,Froid,2564,1473,910,Democrat
2008,MT,Fromberg,2443,3108,199,Republican
2008,MT,Gallatin Gateway,24205,22578,1386,Democrat
2008,MT,Gallatin River Ranch,24205,22578,1386,Democrat
2008,MT,Gardiner,4173,4376,1266,Republican
2008,MT,Garrison,1021,1683,236,Republican
2008,MT,Geraldine,1122,1634,110,Republican
2008,MT,Geyser,397,801,38,Republican
2008,MT,Gibson Flats,17664,16857,875,Democrat
2008,MT,Gildford,3596,2787,278,Democrat
2008,MT,Glasgow,1645,2121,660,Republican
2008,MT,Glendive,1593,2639,218,Republican
2008,MT,Grass Range,1933,4108,191,Republican
2008,MT,Great Falls,17664,16857,875,Democrat
2008,MT,Greycliff,541,1494,264,Republican
2008,MT,Hamilton,8400,13002,699,Republican
2008,MT,Happys Inn,3025,5704,498,Republican
2008,MT,Hardin,3516,1628,75,Democrat
2008,MT,Harlem,1702,1139,173,Democrat
2008,MT,Harlowton,289,657,37,Republican
2008,MT,Harrison,1607,2822,139,Republican
2008,MT,Havre,3596,2787,278,Democrat
2008,MT,Havre North,3596,2787,278,Democrat
2008,MT,Hays,1702,1139,173,Democrat
2008,MT,Heart Butte,1223,1588,74,Republican
2008,MT,Hebgen Lake Estates,24205,22578,1386,Democrat
2008,MT,Helena,17114,14966,1353,Democrat
2008,MT,Helena Flats,16138,25559,2047,Republican
2008,MT,Helena Valley Northeast,17114,14966,1353,Democrat
2008,MT,Helena Valley Northwest,17114,14966,1353,Democrat
2008,MT,Helena Valley Southeast,17114,14966,1353,Democrat
2008,MT,Helena Valley West Central,17114,14966,1353,Democrat
2008,MT,Helena West Side,17114,14966,1353,Democrat
2008,MT,Heron,1970,3563,335,Republican
2008,MT,Herron,3596,2787,278,Democrat
2008,MT,Highwood,1122,1634,110,Republican
2008,MT,Hingham,3596,2787,278,Democrat
2008,MT,Hinsdale,1645,2121,660,Republican
2008,MT,Hobson,397,801,38,Republican
2008,MT,Hot Springs,1970,3563,335,Republican
2008,MT,Hungry Horse,16138,25559,2047,Republican
2008,MT,Huntley,32038,36483,1910,Republican
2008,MT,Huson,36531,20743,1830,Democrat
2008,MT,Hysham,156,314,16,Republican
2008,MT,Inverness,3596,2787,278,Democrat
2008,MT,Ismay,2267,3047,168,Republican
2008,MT,Jardine,4173,4376,1266,Republican
2008,MT,Jefferson City,2582,3538,221,Republican
2008,MT,Jette,6766,6498,655,Democrat
2008,MT,Joliet,2443,3108,199,Republican
2008,MT,Joplin,367,594,40,Republican
2008,MT,Jordan,110,598,19,Republican
2008,MT,Judith Gap,289,657,37,Republican
2008,MT,Kalispell,16138,25559,2047,Republican
2008,MT,Kerr,6766,6498,655,Democrat
2008,MT,Kevin,737,1317,67,Republican
2008,MT,Kicking Horse,6766,6498,655,Democrat
2008,MT,Kila,16138,25559,2047,Republican
2008,MT,King Arthur Park,24205,22578,1386,Democrat
2008,MT,Kings Point,6766,6498,655,Democrat
2008,MT,Klein,636,1581,89,Republican
2008,MT,Kremlin,3596,2787,278,Democrat
2008,MT,Lake Mary Ronan,6766,6498,655,Democrat
2008,MT,Lakeside,16138,25559,2047,Republican
2008,MT,Lame Deer,1919,1768,123,Democrat
2008,MT,Laurel,32038,36483,1910,Republican
2008,MT,Lavina,124,343,25,Republican
2008,MT,Lewistown,1933,4108,191,Republican
2008,MT,Lewistown Heights,1933,4108,191,Republican
2008,MT,Libby,3025,5704,498,Republican
2008,MT,Lima,1617,3008,138,Republican
2008,MT,Lincoln,17114,14966,1353,Democrat
2008,MT,Lindisfarne,6766,6498,655,Democrat
2008,MT,Little Bitterroot Lake,16138,25559,2047,Republican
2008,MT,Little Browning,3423,1451,97,Democrat
2008,MT,Livingston,4173,4376,1266,Republican
2008,MT,Lockwood,32038,36483,1910,Republican
2008,MT,Lodge Grass,3516,1628,75,Democrat
2008,MT,Lodge Pole,1702,1139,173,Democrat
2008,MT,Logan,24205,22578,1386,Democrat
2008,MT,Lolo,36531,20743,1830,Democrat
2008,MT,Loma,1122,1634,110,Republican
2008,MT,Lonepine,1970,3563,335,Republican
2008,MT,Malmstrom AFB,17664,16857,875,Democrat
2008,MT,Malta,638,1423,163,Republican
2008,MT,Manhattan,24205,22578,1386,Democrat
2008,MT,Marion,16138,25559,2047,Republican
2008,MT,Martin City,16138,25559,2047,Republican
2008,MT,Martinsdale,298,624,44,Republican
2008,MT,Marysville,17114,14966,1353,Democrat
2008,MT,Maxville,601,1013,104,Republican
2008,MT,Medicine Lake,953,987,66,Republican
2008,MT,Melstone,636,1581,89,Republican
2008,MT,Miles City,2267,3047,168,Republican
2008,MT,Missoula,36531,20743,1830,Democrat
2008,MT,Montana City,2582,3538,221,Republican
2008,MT,Moore,1933,4108,191,Republican
2008,MT,Muddy,3516,1628,75,Democrat
2008,MT,Musselshell,636,1581,89,Republican
2008,MT,Nashua,1645,2121,660,Republican
2008,MT,Neihart,17664,16857,875,Democrat
2008,MT,Niarada,16138,25559,2047,Republican
2008,MT,North Browning,3423,1451,97,Democrat
2008,MT,Noxon,1970,3563,335,Republican
2008,MT,Old Agency,1970,3563,335,Republican
2008,MT,Olney,16138,25559,2047,Republican
2008,MT,Opheim,1645,2121,660,Republican
2008,MT,Orchard Homes,36531,20743,1830,Democrat
2008,MT,Outlook,953,987,66,Republican
2008,MT,Ovando,1021,1683,236,Republican
2008,MT,Pablo,6766,6498,655,Democrat
2008,MT,Paradise,1970,3563,335,Republican
2008,MT,Park City,1512,2991,164,Republican
2008,MT,Parker School,3596,2787,278,Democrat
2008,MT,Philipsburg,601,1013,104,Republican
2008,MT,Piltzville,36531,20743,1830,Democrat
2008,MT,Pinesdale,8400,13002,699,Republican
2008,MT,Pioneer Junction,3025,5704,498,Republican
2008,MT,Plains,1970,3563,335,Republican
2008,MT,Plentywood,953,987,66,Republican
2008,MT,Plevna,318,1064,157,Republican
2008,MT,Polson,6766,6498,655,Democrat
2008,MT,Ponderosa Pines,24205,22578,1386,Democrat
2008,MT,Pony,1607,2822,139,Republican
2008,MT,Poplar,2564,1473,910,Democrat
2008,MT,Power,1294,1874,104,Republican
2008,MT,Pray,4173,4376,1266,Republican
2008,MT,Pryor,3516,1628,75,Democrat
2008,MT,Rader Creek,2582,3538,221,Republican
2008,MT,Radersburg,854,1853,68,Republican
2008,MT,Ravalli,6766,6498,655,Democrat
2008,MT,Red Lodge,2443,3108,199,Republican
2008,MT,Reed Point,1512,2991,164,Republican
2008,MT,Reserve,953,987,66,Republican
2008,MT,Rexford,3025,5704,498,Republican
2008,MT,Richey,1593,2639,218,Republican
2008,MT,Riverbend,845,1053,123,Republican
2008,MT,Roberts,2443,3108,199,Republican
2008,MT,Rocky Boy West,1122,1634,110,Republican
2008,MT,Rocky Boy's Agency,3596,2787,278,Democrat
2008,MT,Rocky Point,6766,6498,655,Democrat
2008,MT,Rollins,6766,6498,655,Democrat
2008,MT,Ronan,6766,6498,655,Democrat
2008,MT,Roscoe,2443,3108,199,Republican
2008,MT,Rosebud,1919,1768,123,Democrat
2008,MT,Roundup,636,1581,89,Republican
2008,MT,Roy,1933,4108,191,Republican
2008,MT,Rudyard,3596,2787,278,Democrat
2008,MT,Ryegate,124,343,25,Republican
2008,MT,Saco,638,1423,163,Republican
2008,MT,Saddle Butte,3596,2787,278,Democrat
2008,MT,Sand Coulee,17664,16857,875,Democrat
2008,MT,Sangrey,3596,2787,278,Democrat
2008,MT,Santa Rita,3423,1451,97,Democrat
2008,MT,Savage,1203,3184,129,Republican
2008,MT,Scobey,343,694,36,Republican
2008,MT,Sedan,24205,22578,1386,Democrat
2008,MT,Seeley Lake,36531,20743,1830,Democrat
2008,MT,Shawmut,289,657,37,Republican
2008,MT,Shelby,737,1317,67,Republican
2008,MT,Shepherd,32038,36483,1910,Republican
2008,MT,Sheridan,1607,2822,139,Republican
2008,MT,Sidney,1203,3184,129,Republican
2008,MT,Silesia,2443,3108,199,Republican
2008,MT,Silver Gate,4173,4376,1266,Republican
2008,MT,Simms,17664,16857,875,Democrat
2008,MT,Somers,16138,25559,2047,Republican
2008,MT,South Browning,3423,1451,97,Democrat
2008,MT,South Glastonbury,4173,4376,1266,Republican
2008,MT,South Hills,2582,3538,221,Republican
2008,MT,Spokane Creek,854,1853,68,Republican
2008,MT,Springdale,4173,4376,1266,Republican
2008,MT,Springhill,24205,22578,1386,Democrat
2008,MT,St. Ignatius,6766,6498,655,Democrat
2008,MT,St. Marie,1645,2121,660,Republican
2008,MT,St. Pierre,3596,2787,278,Democrat
2008,MT,St. Regis,845,1053,123,Republican
2008,MT,St. Xavier,3516,1628,75,Democrat
2008,MT,Stanford,397,801,38,Republican
2008,MT,Starr School,3423,1451,97,Democrat
2008,MT,Stevensville,8400,13002,699,Republican
2008,MT,Stockett,17664,16857,875,Democrat
2008,MT,Stryker,3025,5704,498,Republican
2008,MT,Sula,8400,13002,699,Republican
2008,MT,Sun Prairie,17664,16857,875,Democrat
2008,MT,Sun River,17664,16857,875,Democrat
2008,MT,Sunburst,737,1317,67,Republican
2008,MT,Superior,845,1053,123,Republican
2008,MT,Swan Lake,6766,6498,655,Democrat
2008,MT,Sweet Grass,737,1317,67,Republican
2008,MT,Sylvanite,3025,5704,498,Republican
2008,MT,Terry,211,503,116,Republican
2008,MT,The Silos,854,1853,68,Republican
2008,MT,Thompson Falls,1970,3563,335,Republican
2008,MT,Three Forks,24205,22578,1386,Democrat
2008,MT,Toston,854,1853,68,Republican
2008,MT,Townsend,854,1853,68,Republican
2008,MT,Trego,3025,5704,498,Republican
2008,MT,Trout Creek,1970,3563,335,Republican
2008,MT,Troy,3025,5704,498,Republican
2008,MT,Turah,36531,20743,1830,Democrat
2008,MT,Turner,1702,1139,173,Democrat
2008,MT,Turtle Lake,6766,6498,655,Democrat
2008,MT,Twin Bridges,1607,2822,139,Republican
2008,MT,Ulm,17664,16857,875,Democrat
2008,MT,Valier,1223,1588,74,Republican
2008,MT,Vaughn,17664,16857,875,Democrat
2008,MT,Victor,8400,13002,699,Republican
2008,MT,Virginia City,1607,2822,139,Republican
2008,MT,Walkerville,11676,4818,475,Democrat
2008,MT,Weeksville,1970,3563,335,Republican
2008,MT,West Glacier,16138,25559,2047,Republican
2008,MT,West Glendive,1593,2639,218,Republican
2008,MT,West Havre,3596,2787,278,Democrat
2008,MT,West Kootenai,3025,5704,498,Republican
2008,MT,West Yellowstone,24205,22578,1386,Democrat
2008,MT,Westby,953,987,66,Republican
2008,MT,Wheatland,854,1853,68,Republican
2008,MT,White Haven,3025,5704,498,Republican
2008,MT,White Sulphur Springs,298,624,44,Republican
2008,MT,Whitefish,16138,25559,2047,Republican
2008,MT,Whitehall,2582,3538,221,Republican
2008,MT,Whitewater,638,1423,163,Republican
2008,MT,Wibaux,146,379,38,Republican
2008,MT,Willow Creek,24205,22578,1386,Democrat
2008,MT,Wilsall,4173,4376,1266,Republican
2008,MT,Wineglass,4173,4376,1266,Republican
2008,MT,Winifred,1933,4108,191,Republican
2008,MT,Winnett,68,227,5,Republican
2008,MT,Winston,854,1853,68,Republican
2008,MT,Wisdom,1617,3008,138,Republican
2008,MT,Wolf Point,2564,1473,910,Democrat
2008,MT,Woods Bay,6766,6498,655,Democrat
2008,MT,Worden,32038,36483,1910,Republican
2008,MT,Wye,36531,20743,1830,Democrat
2008,MT,Wyola,3516,1628,75,Democrat
2008,MT,Yaak,3025,5704,498,Republican
2008,MT,Zortman,638,1423,163,Republican
2008,NC,Aberdeen,17624,27314,390,Republican
2008,NC,Advance,6178,13981,209,Republican
2008,NC,Ahoskie,7513,3089,48,Democrat
2008,NC,Alamance,28918,34859,576,Republican
2008,NC,Albemarle,8878,19329,299,Republican
2008,NC,Alliance,2838,3823,51,Republican
2008,NC,Altamahaw,28918,34859,576,Republican
2008,NC,Andrews,3785,8643,158,Republican
2008,NC,Angier,16785,23579,341,Republican
2008,NC,Ansonville,6456,4207,70,Democrat
2008,NC,Apex,250891,187001,4353,Democrat
2008,NC,Aquadale,8878,19329,299,Republican
2008,NC,Arapahoe,2838,3823,51,Republican
2008,NC,Archdale,16414,40998,735,Republican
2008,NC,Archer Lodge,26795,43622,600,Republican
2008,NC,Asheboro,16414,40998,735,Republican
2008,NC,Asheville,69716,52494,1585,Democrat
2008,NC,Ashley Heights,9227,6293,107,Democrat
2008,NC,Askewville,6365,3376,22,Democrat
2008,NC,Atkinson,9907,13618,224,Republican
2008,NC,Atlantic,11130,23131,336,Republican
2008,NC,Atlantic Beach,11130,23131,336,Republican
2008,NC,Aulander,6365,3376,22,Democrat
2008,NC,Aurora,9454,13460,96,Republican
2008,NC,Autryville,11836,14038,164,Republican
2008,NC,Avery Creek,69716,52494,1585,Democrat
2008,NC,Avon,8074,9745,229,Republican
2008,NC,Ayden,40501,33927,456,Democrat
2008,NC,Badin,8878,19329,299,Republican
2008,NC,Bailey,23099,23728,291,Republican
2008,NC,Bakersville,2238,5499,109,Republican
2008,NC,Bald Head Island,21331,30753,524,Republican
2008,NC,Balfour,20082,30930,602,Republican
2008,NC,Banner Elk,2178,5681,84,Republican
2008,NC,Barker Heights,20082,30930,602,Republican
2008,NC,Barker Ten Mile,23058,17433,343,Democrat
2008,NC,Bath,9454,13460,96,Republican
2008,NC,Bayboro,2838,3823,51,Republican
2008,NC,Bayshore,49145,50544,976,Republican
2008,NC,Bayview,9454,13460,96,Republican
2008,NC,Bear Grass,6539,5957,45,Democrat
2008,NC,Beaufort,11130,23131,336,Republican
2008,NC,Beech Mountain,2178,5681,84,Republican
2008,NC,Belhaven,9454,13460,96,Republican
2008,NC,Bell Arthur,40501,33927,456,Democrat
2008,NC,Belmont,31384,52507,511,Republican
2008,NC,Belville,21331,30753,524,Republican
2008,NC,Belvoir,40501,33927,456,Democrat
2008,NC,Belwood,17363,26078,394,Republican
2008,NC,Bennett,17862,14668,350,Democrat
2008,NC,Benson,26795,43622,600,Republican
2008,NC,Bent Creek,69716,52494,1585,Democrat
2008,NC,Bermuda Run,6178,13981,209,Republican
2008,NC,Bessemer City,31384,52507,511,Republican
2008,NC,Bethania,91085,73674,1374,Democrat
2008,NC,Bethel,40501,33927,456,Democrat
2008,NC,Bethlehem,5167,11790,297,Republican
