year,state_po,city,blue votes,red votes,other votes,winner
2000,AK,Adak,1969,1980,736,Republican
2000,AK,Akutan,2661,3853,1429,Republican
2000,AK,Anchorage,2259,3648,1056,Republican
2000,AK,Atka,1969,1980,736,Republican
2000,AK,Attu Station,1969,1980,736,Republican
2000,AK,Cold Bay,2661,3853,1429,Republican
2000,AK,False Pass,2661,3853,1429,Republican
2000,AK,King Cove,2661,3853,1429,Republican
2000,AK,Nelson Lagoon,2661,3853,1429,Republican
2000,AK,Nikolski,1969,1980,736,Republican
2000,AK,Sand Point,2661,3853,1429,Republican
2000,AK,St. George,1969,1980,736,Republican
2000,AK,St. Paul,1969,1980,736,Republican
2000,AK,Unalaska,1969,1980,736,Republican
2000,AL,Abanda,5616,6037,181,Republican
2000,AL,Abbeville,2782,4054,96,Republican
2000,AL,Adamsville,129889,138491,5383,Republican
2000,AL,Addison,2692,6413,213,Republican
2000,AL,Akron,4652,2984,95,Democrat
2000,AL,Alabaster,13183,47651,1294,Republican
2000,AL,Albertville,10381,17084,524,Republican
2000,AL,Alexander City,6183,9805,265,Republican
2000,AL,Alexandria,15781,22306,822,Republican
2000,AL,Aliceville,4143,4306,91,Republican
2000,AL,Allgood,4977,12667,329,Republican
2000,AL,Altoona,17433,21087,828,Republican
2000,AL,Andalusia,4440,8961,212,Republican
2000,AL,Anderson,13875,17478,784,Republican
2000,AL,Anniston,15781,22306,822,Republican
2000,AL,Arab,10381,17084,524,Republican
2000,AL,Ardmore,8992,14204,438,Republican
2000,AL,Argo,129889,138491,5383,Republican
2000,AL,Ariton,4906,10593,307,Republican
2000,AL,Arley,2692,6413,213,Republican
2000,AL,Ashford,9412,22150,495,Republican
2000,AL,Ashland,2045,3719,119,Republican
2000,AL,Ashville,6485,17117,488,Republican
2000,AL,Athens,8992,14204,438,Republican
2000,AL,Atmore,4523,6975,162,Republican
2000,AL,Attalla,17433,21087,828,Republican
2000,AL,Auburn,14574,22433,1257,Republican
2000,AL,Autaugaville,4942,11993,273,Republican
2000,AL,Avon,9412,22150,495,Republican
2000,AL,Axis,58640,78162,2943,Republican
2000,AL,Babbie,4440,8961,212,Republican
2000,AL,Baileyton,9758,19157,610,Republican
2000,AL,Bakerhill,5188,5096,111,Democrat
2000,AL,Ballplay,17433,21087,828,Republican
2000,AL,Banks,4357,6058,129,Republican
2000,AL,Bay Minette,13997,40872,1611,Republican
2000,AL,Bayou La Batre,58640,78162,2943,Republican
2000,AL,Bear Creek,4600,6910,246,Republican
2000,AL,Beatrice,3741,5153,57,Republican
2000,AL,Beaverton,2653,4470,126,Republican
2000,AL,Belgreen,4793,6119,191,Republican
2000,AL,Belk,3064,4582,162,Republican
2000,AL,Bellamy,4415,1629,44,Democrat
2000,AL,Belle Fontaine,58640,78162,2943,Republican
2000,AL,Benton,4557,1638,48,Democrat
2000,AL,Berlin,9758,19157,610,Republican
2000,AL,Berry,3064,4582,162,Republican
2000,AL,Bessemer,129889,138491,5383,Republican
2000,AL,Billingsley,4942,11993,273,Republican
2000,AL,Birmingham,129889,138491,5383,Republican
2000,AL,Black,2769,6588,202,Republican
2000,AL,Blountsville,4977,12667,329,Republican
2000,AL,Blue Ridge,6652,16777,375,Republican
2000,AL,Blue Springs,5188,5096,111,Democrat
2000,AL,Boaz,10381,17084,524,Republican
2000,AL,Boligee,3504,850,42,Democrat
2000,AL,Bon Air,11264,13807,380,Republican
2000,AL,Bon Secour,13997,40872,1611,Republican
2000,AL,Boykin,3444,1661,21,Democrat
2000,AL,Brantley,1934,2793,68,Republican
2000,AL,Brantleyville,13183,47651,1294,Republican
2000,AL,Brent,2710,4273,118,Republican
2000,AL,Brewton,4523,6975,162,Republican
2000,AL,Bridgeport,9066,8475,365,Democrat
2000,AL,Brighton,129889,138491,5383,Republican
2000,AL,Brilliant,4600,6910,246,Republican
2000,AL,Bristow Cove,17433,21087,828,Republican
2000,AL,Brook Highland,13183,47651,1294,Republican
2000,AL,Brookside,129889,138491,5383,Republican
2000,AL,Brookwood,24614,34003,1497,Republican
2000,AL,Broomtown,3497,4154,172,Republican
2000,AL,Brundidge,4357,6058,129,Republican
2000,AL,Bucks,58640,78162,2943,Republican
2000,AL,Butler,3707,3600,67,Democrat
2000,AL,Calera,13183,47651,1294,Republican
2000,AL,Calvert,3386,4117,93,Republican
2000,AL,Camden,3444,1661,21,Democrat
2000,AL,Camp Hill,6183,9805,265,Republican
2000,AL,Carbon Hill,11621,13486,534,Republican
2000,AL,Cardiff,129889,138491,5383,Republican
2000,AL,Carlisle-Rockledge,17433,21087,828,Republican
2000,AL,Carlton,4679,5988,85,Republican
2000,AL,Carolina,4440,8961,212,Republican
2000,AL,Carrollton,4143,4306,91,Republican
2000,AL,Castleberry,2783,2699,69,Democrat
2000,AL,Cedar Bluff,3497,4154,172,Republican
2000,AL,Center Point,129889,138491,5383,Republican
2000,AL,Centre,3497,4154,172,Republican
2000,AL,Centreville,2710,4273,118,Republican
2000,AL,Chatom,3386,4117,93,Republican
2000,AL,Chelsea,13183,47651,1294,Republican
2000,AL,Cherokee,10543,10518,471,Democrat
2000,AL,Chickasaw,58640,78162,2943,Republican
2000,AL,Childersburg,11264,13807,380,Republican
2000,AL,Choccolocco,15781,22306,822,Republican
2000,AL,Chunchula,58640,78162,2943,Republican
2000,AL,Citronelle,58640,78162,2943,Republican
2000,AL,Clanton,4806,10066,220,Republican
2000,AL,Clay,129889,138491,5383,Republican
2000,AL,Clayhatchee,4906,10593,307,Republican
2000,AL,Clayton,5188,5096,111,Democrat
2000,AL,Cleveland,4977,12667,329,Republican
2000,AL,Clio,5188,5096,111,Democrat
2000,AL,Coaling,24614,34003,1497,Republican
2000,AL,Coats Bend,17433,21087,828,Republican
2000,AL,Coffee Springs,2769,6588,202,Republican
2000,AL,Coffeeville,4679,5988,85,Republican
2000,AL,Coker,24614,34003,1497,Republican
2000,AL,Collinsville,7056,12827,402,Republican
2000,AL,Colony,9758,19157,610,Republican
2000,AL,Columbia,9412,22150,495,Republican
2000,AL,Columbiana,13183,47651,1294,Republican
2000,AL,Concord,129889,138491,5383,Republican
2000,AL,Coosada,6652,16777,375,Republican
2000,AL,Cordova,11621,13486,534,Republican
2000,AL,Cottondale,24614,34003,1497,Republican
2000,AL,Cottonwood,9412,22150,495,Republican
2000,AL,County Line,4977,12667,329,Republican
2000,AL,Courtland,6296,5671,218,Democrat
2000,AL,Cowarts,9412,22150,495,Republican
2000,AL,Creola,58640,78162,2943,Republican
2000,AL,Crossville,7056,12827,402,Republican
2000,AL,Cuba,4415,1629,44,Democrat
2000,AL,Cullman,9758,19157,610,Republican
2000,AL,Cullomburg,3707,3600,67,Democrat
2000,AL,Cusseta,5616,6037,181,Republican
2000,AL,Dadeville,6183,9805,265,Republican
2000,AL,Daleville,4906,10593,307,Republican
2000,AL,Daphne,13997,40872,1611,Republican
2000,AL,Dauphin Island,58640,78162,2943,Republican
2000,AL,Daviston,6183,9805,265,Republican
2000,AL,Dayton,4841,4690,77,Democrat
2000,AL,Deatsville,6652,16777,375,Republican
2000,AL,Decatur,16060,25774,847,Republican
2000,AL,Deer Park,3386,4117,93,Republican
2000,AL,Delta,2045,3719,119,Republican
2000,AL,Demopolis,4841,4690,77,Democrat
2000,AL,Detroit,2653,4470,126,Republican
2000,AL,Dodge City,9758,19157,610,Republican
2000,AL,Dora,11621,13486,534,Republican
2000,AL,Dothan,9412,22150,495,Republican
2000,AL,Double Springs,2692,6413,213,Republican
2000,AL,Douglas,10381,17084,524,Republican
2000,AL,Dozier,1934,2793,68,Republican
2000,AL,Dunnavant,13183,47651,1294,Republican
2000,AL,Dutton,9066,8475,365,Democrat
2000,AL,East Brewton,4523,6975,162,Republican
2000,AL,East Point,9758,19157,610,Republican
2000,AL,Eclectic,6652,16777,375,Republican
2000,AL,Edgewater,129889,138491,5383,Republican
2000,AL,Edwardsville,1664,3333,95,Republican
2000,AL,Egypt,17433,21087,828,Republican
2000,AL,Elba,5220,9938,276,Republican
2000,AL,Elberta,13997,40872,1611,Republican
2000,AL,Eldridge,11621,13486,534,Republican
2000,AL,Elkmont,8992,14204,438,Republican
2000,AL,Elmore,6652,16777,375,Republican
2000,AL,Emelle,4415,1629,44,Democrat
2000,AL,Emerald Mountain,6652,16777,375,Republican
2000,AL,Enterprise,5220,9938,276,Republican
2000,AL,Epes,4415,1629,44,Democrat
2000,AL,Ethelsville,4143,4306,91,Republican
2000,AL,Eufaula,5188,5096,111,Democrat
2000,AL,Eunola,2769,6588,202,Republican
2000,AL,Eutaw,3504,850,42,Democrat
2000,AL,Eva,16060,25774,847,Republican
2000,AL,Evergreen,2783,2699,69,Democrat
2000,AL,Excel,3741,5153,57,Republican
2000,AL,Fairfield,129889,138491,5383,Republican
2000,AL,Fairford,3386,4117,93,Republican
2000,AL,Fairhope,13997,40872,1611,Republican
2000,AL,Fairview,9758,19157,610,Republican
2000,AL,Falkville,16060,25774,847,Republican
2000,AL,Faunsdale,4841,4690,77,Democrat
2000,AL,Fayette,3064,4582,162,Republican
2000,AL,Fayetteville,11264,13807,380,Republican
2000,AL,Five Points,5616,6037,181,Republican
2000,AL,Flomaton,4523,6975,162,Republican
2000,AL,Florala,4440,8961,212,Republican
2000,AL,Florence,13875,17478,784,Republican
2000,AL,Foley,13997,40872,1611,Republican
2000,AL,Forestdale,129889,138491,5383,Republican
2000,AL,Forkland,3504,850,42,Democrat
2000,AL,Fort Deposit,4557,1638,48,Democrat
2000,AL,Fort Payne,7056,12827,402,Republican
2000,AL,Fort Rucker,4906,10593,307,Republican
2000,AL,Franklin,7665,1091,75,Democrat
2000,AL,Fredonia,5616,6037,181,Republican
2000,AL,Frisco City,3741,5153,57,Republican
2000,AL,Fruitdale,3386,4117,93,Republican
2000,AL,Fruithurst,1664,3333,95,Republican
2000,AL,Fulton,4679,5988,85,Republican
2000,AL,Fultondale,129889,138491,5383,Republican
2000,AL,Fyffe,7056,12827,402,Republican
2000,AL,Gadsden,17433,21087,828,Republican
2000,AL,Gainesville,4415,1629,44,Democrat
2000,AL,Gallant,17433,21087,828,Republican
2000,AL,Gantt,4440,8961,212,Republican
2000,AL,Garden City,9758,19157,610,Republican
2000,AL,Gardendale,129889,138491,5383,Republican
2000,AL,Gaylesville,3497,4154,172,Republican
2000,AL,Geiger,4415,1629,44,Democrat
2000,AL,Geneva,2769,6588,202,Republican
2000,AL,Georgiana,3606,4127,70,Republican
2000,AL,Geraldine,7056,12827,402,Republican
2000,AL,Gilbertown,3707,3600,67,Democrat
2000,AL,Glen Allen,3064,4582,162,Republican
2000,AL,Glencoe,17433,21087,828,Republican
2000,AL,Glenwood,1934,2793,68,Republican
2000,AL,Goldville,6183,9805,265,Republican
2000,AL,Good Hope,9758,19157,610,Republican
2000,AL,Goodwater,2104,2382,81,Republican
2000,AL,Gordo,4143,4306,91,Republican
2000,AL,Gordon,9412,22150,495,Republican
2000,AL,Gordonville,4557,1638,48,Democrat
2000,AL,Goshen,4357,6058,129,Republican
2000,AL,Graham,3094,4666,159,Republican
2000,AL,Grand Bay,58640,78162,2943,Republican
2000,AL,Grant,10381,17084,524,Republican
2000,AL,Grayson Valley,129889,138491,5383,Republican
2000,AL,Graysville,129889,138491,5383,Republican
2000,AL,Greensboro,4652,2984,95,Democrat
2000,AL,Greenville,3606,4127,70,Republican
2000,AL,Grimes,4906,10593,307,Republican
2000,AL,Grove Hill,4679,5988,85,Republican
2000,AL,Gu-Win,4600,6910,246,Republican
2000,AL,Guin,4600,6910,246,Republican
2000,AL,Gulf Shores,13997,40872,1611,Republican
2000,AL,Gulfcrest,58640,78162,2943,Republican
2000,AL,Guntersville,10381,17084,524,Republican
2000,AL,Gurley,48199,62151,2968,Republican
2000,AL,Hackleburg,4600,6910,246,Republican
2000,AL,Hackneyville,6183,9805,265,Republican
2000,AL,Haleburg,2782,4054,96,Republican
2000,AL,Haleyville,2692,6413,213,Republican
2000,AL,Hamilton,4600,6910,246,Republican
2000,AL,Hammondville,7056,12827,402,Republican
2000,AL,Hanceville,9758,19157,610,Republican
2000,AL,Harpersville,13183,47651,1294,Republican
2000,AL,Hartford,2769,6588,202,Republican
2000,AL,Hartselle,16060,25774,847,Republican
2000,AL,Harvest,48199,62151,2968,Republican
2000,AL,Hatton,6296,5671,218,Democrat
2000,AL,Hayden,4977,12667,329,Republican
2000,AL,Hayneville,4557,1638,48,Democrat
2000,AL,Hazel Green,48199,62151,2968,Republican
2000,AL,Headland,2782,4054,96,Republican
2000,AL,Heath,4440,8961,212,Republican
2000,AL,Heflin,1664,3333,95,Republican
2000,AL,Helena,13183,47651,1294,Republican
2000,AL,Henagar,7056,12827,402,Republican
2000,AL,Highland Lake,4977,12667,329,Republican
2000,AL,Highland Lakes,13183,47651,1294,Republican
2000,AL,Hillsboro,6296,5671,218,Democrat
2000,AL,Hissop,2104,2382,81,Republican
2000,AL,Hobson,3386,4117,93,Republican
2000,AL,Hobson City,15781,22306,822,Republican
2000,AL,Hodges,4793,6119,191,Republican
2000,AL,Hokes Bluff,17433,21087,828,Republican
2000,AL,Hollins,2045,3719,119,Republican
2000,AL,Hollis Crossroads,1664,3333,95,Republican
2000,AL,Holly Pond,9758,19157,610,Republican
2000,AL,Hollywood,9066,8475,365,Democrat
2000,AL,Holt,24614,34003,1497,Republican
2000,AL,Holtville,6652,16777,375,Republican
2000,AL,Homewood,129889,138491,5383,Republican
2000,AL,Hoover,129889,138491,5383,Republican
2000,AL,Horn Hill,4440,8961,212,Republican
2000,AL,Hueytown,129889,138491,5383,Republican
2000,AL,Huguley,5616,6037,181,Republican
2000,AL,Huntsville,48199,62151,2968,Republican
2000,AL,Hurtsboro,8396,6198,181,Democrat
2000,AL,Hytop,9066,8475,365,Democrat
2000,AL,Ider,7056,12827,402,Republican
2000,AL,Indian Springs Village,13183,47651,1294,Republican
2000,AL,Irondale,129889,138491,5383,Republican
2000,AL,Ivalee,17433,21087,828,Republican
2000,AL,Jackson,4679,5988,85,Republican
2000,AL,Jacksons' Gap,6183,9805,265,Republican
2000,AL,Jacksonville,15781,22306,822,Republican
2000,AL,Jasper,11621,13486,534,Republican
2000,AL,Jemison,4806,10066,220,Republican
2000,AL,Joppa,9758,19157,610,Republican
2000,AL,Kansas,11621,13486,534,Republican
2000,AL,Kellyton,2104,2382,81,Republican
2000,AL,Kennedy,2653,4470,126,Republican
2000,AL,Killen,13875,17478,784,Republican
2000,AL,Kimberly,129889,138491,5383,Republican
2000,AL,Kinsey,9412,22150,495,Republican
2000,AL,Kinston,5220,9938,276,Republican
2000,AL,La Fayette,5616,6037,181,Republican
2000,AL,Ladonia,8396,6198,181,Democrat
2000,AL,Lake View,24614,34003,1497,Republican
2000,AL,Lanett,5616,6037,181,Republican
2000,AL,Langston,9066,8475,365,Democrat
2000,AL,Leeds,129889,138491,5383,Republican
2000,AL,Leesburg,3497,4154,172,Republican
2000,AL,Leighton,10543,10518,471,Democrat
2000,AL,Leroy,3386,4117,93,Republican
2000,AL,Lester,8992,14204,438,Republican
2000,AL,Level Plains,4906,10593,307,Republican
2000,AL,Lexington,13875,17478,784,Republican
2000,AL,Libertyville,4440,8961,212,Republican
2000,AL,Lillian,13997,40872,1611,Republican
2000,AL,Lincoln,11264,13807,380,Republican
2000,AL,Linden,4841,4690,77,Democrat
2000,AL,Lineville,2045,3719,119,Republican
2000,AL,Lipscomb,129889,138491,5383,Republican
2000,AL,Lisman,3707,3600,67,Democrat
2000,AL,Littleville,10543,10518,471,Democrat
2000,AL,Livingston,4415,1629,44,Democrat
2000,AL,Loachapoka,14574,22433,1257,Republican
2000,AL,Lockhart,4440,8961,212,Republican
2000,AL,Locust Fork,4977,12667,329,Republican
2000,AL,Lookout Mountain,17433,21087,828,Republican
2000,AL,Louisville,5188,5096,111,Democrat
2000,AL,Lowndesboro,4557,1638,48,Democrat
2000,AL,Loxley,13997,40872,1611,Republican
2000,AL,Luverne,1934,2793,68,Republican
2000,AL,Lynn,2692,6413,213,Republican
2000,AL,Macedonia,4143,4306,91,Republican
2000,AL,Madison,48199,62151,2968,Republican
2000,AL,Madrid,9412,22150,495,Republican
2000,AL,Magnolia Springs,13997,40872,1611,Republican
2000,AL,Malcolm,3386,4117,93,Republican
2000,AL,Malvern,2769,6588,202,Republican
2000,AL,Maplesville,4806,10066,220,Republican
2000,AL,Marbury,4942,11993,273,Republican
2000,AL,Margaret,6485,17117,488,Republican
2000,AL,Marion,4020,1732,35,Democrat
2000,AL,Maytown,129889,138491,5383,Republican
2000,AL,McDonald Chapel,129889,138491,5383,Republican
2000,AL,McIntosh,3386,4117,93,Republican
2000,AL,McKenzie,3606,4127,70,Republican
2000,AL,McMullen,4143,4306,91,Republican
2000,AL,Meadowbrook,13183,47651,1294,Republican
2000,AL,Megargel,3741,5153,57,Republican
2000,AL,Memphis,4143,4306,91,Republican
2000,AL,Mentone,7056,12827,402,Republican
2000,AL,Meridianville,48199,62151,2968,Republican
2000,AL,Midfield,129889,138491,5383,Republican
2000,AL,Midland City,4906,10593,307,Republican
2000,AL,Midway,3395,1433,76,Democrat
2000,AL,Mignon,11264,13807,380,Republican
2000,AL,Millbrook,6652,16777,375,Republican
2000,AL,Millerville,2045,3719,119,Republican
2000,AL,Millport,2653,4470,126,Republican
2000,AL,Millry,3386,4117,93,Republican
2000,AL,Minor,129889,138491,5383,Republican
2000,AL,Mobile,58640,78162,2943,Republican
2000,AL,Monroeville,3741,5153,57,Republican
2000,AL,Montevallo,13183,47651,1294,Republican
2000,AL,Montgomery,40371,38827,1130,Democrat
2000,AL,Moody,6485,17117,488,Republican
2000,AL,Moores Mill,48199,62151,2968,Republican
2000,AL,Mooresville,8992,14204,438,Republican
2000,AL,Morris,129889,138491,5383,Republican
2000,AL,Morrison Crossroads,3094,4666,159,Republican
2000,AL,Mosses,4557,1638,48,Democrat
2000,AL,Moulton,6296,5671,218,Democrat
2000,AL,Moundville,4652,2984,95,Democrat
2000,AL,Mount Olive,129889,138491,5383,Republican
2000,AL,Mount Vernon,58640,78162,2943,Republican
2000,AL,Mountain Brook,129889,138491,5383,Republican
2000,AL,Movico,58640,78162,2943,Republican
2000,AL,Mulga,129889,138491,5383,Republican
2000,AL,Munford,11264,13807,380,Republican
2000,AL,Muscle Shoals,10543,10518,471,Democrat
2000,AL,Myrtlewood,4841,4690,77,Democrat
2000,AL,Nanafalia,4841,4690,77,Democrat
2000,AL,Nances Creek,15781,22306,822,Republican
2000,AL,Napier Field,4906,10593,307,Republican
2000,AL,Natural Bridge,2692,6413,213,Republican
2000,AL,Nauvoo,11621,13486,534,Republican
2000,AL,Nectar,4977,12667,329,Republican
2000,AL,Needham,3707,3600,67,Democrat
2000,AL,New Brockton,5220,9938,276,Republican
2000,AL,New Hope,48199,62151,2968,Republican
2000,AL,New Market,48199,62151,2968,Republican
2000,AL,New Site,6183,9805,265,Republican
2000,AL,New Union,17433,21087,828,Republican
2000,AL,Newbern,4652,2984,95,Democrat
2000,AL,Newton,4906,10593,307,Republican
2000,AL,Newville,2782,4054,96,Republican
2000,AL,North Courtland,6296,5671,218,Democrat
2000,AL,North Johns,129889,138491,5383,Republican
2000,AL,Northport,24614,34003,1497,Republican
2000,AL,Notasulga,7665,1091,75,Democrat
2000,AL,Oak Grove,11264,13807,380,Republican
2000,AL,Oak Hill,3444,1661,21,Democrat
2000,AL,Oakman,11621,13486,534,Republican
2000,AL,Odenville,6485,17117,488,Republican
2000,AL,Ohatchee,15781,22306,822,Republican
2000,AL,Oneonta,4977,12667,329,Republican
2000,AL,Onycha,4440,8961,212,Republican
2000,AL,Opelika,14574,22433,1257,Republican
2000,AL,Opp,4440,8961,212,Republican
2000,AL,Orange Beach,13997,40872,1611,Republican
2000,AL,Orrville,10967,7360,137,Democrat
2000,AL,Our Town,6183,9805,265,Republican
2000,AL,Owens Cross Roads,48199,62151,2968,Republican
2000,AL,Oxford,15781,22306,822,Republican
2000,AL,Ozark,4906,10593,307,Republican
2000,AL,Paint Rock,9066,8475,365,Democrat
2000,AL,Panola,4415,1629,44,Democrat
2000,AL,Parrish,11621,13486,534,Republican
2000,AL,Pelham,13183,47651,1294,Republican
2000,AL,Pell City,6485,17117,488,Republican
2000,AL,Pennington,3707,3600,67,Democrat
2000,AL,Penton,5616,6037,181,Republican
2000,AL,Perdido,13997,40872,1611,Republican
2000,AL,Perdido Beach,13997,40872,1611,Republican
2000,AL,Peterman,3741,5153,57,Republican
2000,AL,Petrey,1934,2793,68,Republican
2000,AL,Phenix City,8396,6198,181,Democrat
2000,AL,Phil Campbell,4793,6119,191,Republican
2000,AL,Pickensville,4143,4306,91,Republican
2000,AL,Piedmont,15781,22306,822,Republican
2000,AL,Pike Road,40371,38827,1130,Democrat
2000,AL,Pinckard,4906,10593,307,Republican
2000,AL,Pine Apple,3444,1661,21,Democrat
2000,AL,Pine Hill,3444,1661,21,Democrat
2000,AL,Pine Level,4942,11993,273,Republican
2000,AL,Pine Ridge,7056,12827,402,Republican
2000,AL,Pinson,129889,138491,5383,Republican
2000,AL,Pisgah,9066,8475,365,Democrat
2000,AL,Pleasant Grove,129889,138491,5383,Republican
2000,AL,Pleasant Groves,9066,8475,365,Democrat
2000,AL,Point Clear,13997,40872,1611,Republican
2000,AL,Pollard,4523,6975,162,Republican
2000,AL,Powell,7056,12827,402,Republican
2000,AL,Prattville,4942,11993,273,Republican
2000,AL,Priceville,16060,25774,847,Republican
2000,AL,Prichard,58640,78162,2943,Republican
2000,AL,Providence,4841,4690,77,Democrat
2000,AL,Putnam,4841,4690,77,Democrat
2000,AL,Ragland,6485,17117,488,Republican
2000,AL,Rainbow City,17433,21087,828,Republican
2000,AL,Rainsville,7056,12827,402,Republican
2000,AL,Ranburne,1664,3333,95,Republican
2000,AL,Ray,2104,2382,81,Republican
2000,AL,Red Bay,4793,6119,191,Republican
2000,AL,Red Level,4440,8961,212,Republican
2000,AL,Redland,6652,16777,375,Republican
2000,AL,Redstone Arsenal,48199,62151,2968,Republican
2000,AL,Reece City,17433,21087,828,Republican
2000,AL,Reeltown,6183,9805,265,Republican
2000,AL,Reform,4143,4306,91,Republican
2000,AL,Rehobeth,9412,22150,495,Republican
2000,AL,Repton,2783,2699,69,Democrat
2000,AL,Ridgeville,17433,21087,828,Republican
2000,AL,River Falls,4440,8961,212,Republican
2000,AL,Riverside,6485,17117,488,Republican
2000,AL,Riverview,4523,6975,162,Republican
2000,AL,Roanoke,3094,4666,159,Republican
2000,AL,Robertsdale,13997,40872,1611,Republican
2000,AL,Rock Creek,129889,138491,5383,Republican
2000,AL,Rock Mills,3094,4666,159,Republican
2000,AL,Rockford,2104,2382,81,Republican
2000,AL,Rockville,4679,5988,85,Republican
2000,AL,Rogersville,13875,17478,784,Republican
2000,AL,Rosa,4977,12667,329,Republican
2000,AL,Russellville,4793,6119,191,Republican
2000,AL,Rutledge,1934,2793,68,Republican
2000,AL,Saks,15781,22306,822,Republican
2000,AL,Samson,2769,6588,202,Republican
2000,AL,Sand Rock,3497,4154,172,Republican
2000,AL,Sanford,4440,8961,212,Republican
2000,AL,Saraland,58640,78162,2943,Republican
2000,AL,Sardis City,17433,21087,828,Republican
2000,AL,Satsuma,58640,78162,2943,Republican
2000,AL,Scottsboro,9066,8475,365,Democrat
2000,AL,Section,9066,8475,365,Democrat
2000,AL,Selma,10967,7360,137,Democrat
2000,AL,Selmont-West Selmont,10967,7360,137,Democrat
2000,AL,Semmes,58640,78162,2943,Republican
2000,AL,Sheffield,10543,10518,471,Democrat
2000,AL,Shelby,13183,47651,1294,Republican
2000,AL,Shiloh,7056,12827,402,Republican
2000,AL,Shoal Creek,13183,47651,1294,Republican
2000,AL,Shorter,7665,1091,75,Democrat
2000,AL,Silas,3707,3600,67,Democrat
2000,AL,Silverhill,13997,40872,1611,Republican
2000,AL,Sipsey,11621,13486,534,Republican
2000,AL,Skyline,9066,8475,365,Democrat
2000,AL,Slocomb,2769,6588,202,Republican
2000,AL,Smiths Station,14574,22433,1257,Republican
2000,AL,Smoke Rise,4977,12667,329,Republican
2000,AL,Snead,4977,12667,329,Republican
2000,AL,Somerville,16060,25774,847,Republican
2000,AL,South Vinemont,9758,19157,610,Republican
2000,AL,Southside,17433,21087,828,Republican
2000,AL,Spanish Fort,13997,40872,1611,Republican
2000,AL,Spring Garden,3497,4154,172,Republican
2000,AL,Springville,6485,17117,488,Republican
2000,AL,Spruce Pine,4793,6119,191,Republican
2000,AL,St. Florian,13875,17478,784,Republican
2000,AL,St. Stephens,3386,4117,93,Republican
2000,AL,Standing Rock,5616,6037,181,Republican
2000,AL,Stapleton,13997,40872,1611,Republican
2000,AL,Steele,6485,17117,488,Republican
2000,AL,Sterrett,13183,47651,1294,Republican
2000,AL,Stevenson,9066,8475,365,Democrat
2000,AL,Stewartville,2104,2382,81,Republican
2000,AL,Stockton,13997,40872,1611,Republican
2000,AL,Sulligent,2653,4470,126,Republican
2000,AL,Sumiton,11621,13486,534,Republican
2000,AL,Summerdale,13997,40872,1611,Republican
2000,AL,Susan Moore,4977,12667,329,Republican
2000,AL,Sweet Water,4841,4690,77,Democrat
2000,AL,Sylacauga,11264,13807,380,Republican
2000,AL,Sylvan Springs,129889,138491,5383,Republican
2000,AL,Sylvania,7056,12827,402,Republican
2000,AL,Talladega,11264,13807,380,Republican
2000,AL,Talladega Springs,11264,13807,380,Republican
2000,AL,Tallassee,6652,16777,375,Republican
2000,AL,Tarrant,129889,138491,5383,Republican
2000,AL,Taylor,9412,22150,495,Republican
2000,AL,Theodore,58640,78162,2943,Republican
2000,AL,Thomaston,4841,4690,77,Democrat
2000,AL,Thomasville,4679,5988,85,Republican
2000,AL,Thorsby,4806,10066,220,Republican
2000,AL,Tibbie,3386,4117,93,Republican
2000,AL,Tidmore Bend,17433,21087,828,Republican
2000,AL,Tillmans Corner,58640,78162,2943,Republican
2000,AL,Town Creek,6296,5671,218,Democrat
2000,AL,Toxey,3707,3600,67,Democrat
2000,AL,Trafford,129889,138491,5383,Republican
2000,AL,Triana,48199,62151,2968,Republican
2000,AL,Trinity,16060,25774,847,Republican
2000,AL,Troy,4357,6058,129,Republican
2000,AL,Trussville,129889,138491,5383,Republican
2000,AL,Tuscaloosa,24614,34003,1497,Republican
2000,AL,Tuscumbia,10543,10518,471,Democrat
2000,AL,Tuskegee,7665,1091,75,Democrat
2000,AL,Twin,4600,6910,246,Republican
2000,AL,Underwood-Petersville,13875,17478,784,Republican
2000,AL,Union,3504,850,42,Democrat
2000,AL,Union Grove,10381,17084,524,Republican
2000,AL,Union Springs,3395,1433,76,Democrat
2000,AL,Uniontown,4020,1732,35,Democrat
2000,AL,Uriah,3741,5153,57,Republican
2000,AL,Valley,5616,6037,181,Republican
2000,AL,Valley Grande,10967,7360,137,Democrat
2000,AL,Valley Head,7056,12827,402,Republican
2000,AL,Vance,24614,34003,1497,Republican
2000,AL,Vandiver,13183,47651,1294,Republican
2000,AL,Vernon,2653,4470,126,Republican
2000,AL,Vestavia Hills,129889,138491,5383,Republican
2000,AL,Vina,4793,6119,191,Republican
2000,AL,Vincent,13183,47651,1294,Republican
2000,AL,Vinegar Bend,3386,4117,93,Republican
2000,AL,Vredenburgh,3741,5153,57,Republican
2000,AL,Wadley,3094,4666,159,Republican
2000,AL,Waldo,11264,13807,380,Republican
2000,AL,Walnut Grove,17433,21087,828,Republican
2000,AL,Warrior,129889,138491,5383,Republican
2000,AL,Waterloo,13875,17478,784,Republican
2000,AL,Waverly,5616,6037,181,Republican
2000,AL,Weaver,15781,22306,822,Republican
2000,AL,Webb,9412,22150,495,Republican
2000,AL,Wedowee,3094,4666,159,Republican
2000,AL,Weogufka,2104,2382,81,Republican
2000,AL,West Blocton,2710,4273,118,Republican
2000,AL,West End-Cobb Town,15781,22306,822,Republican
